,,,,nation,pos,age,born,90s,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard
,,,,,,,,,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt
league,season,team,player,,,,,,,,,,,,,,,
INT-World Cup,2018,Senegal,Lamine Gassama,Senegal,DF,28,1989,1.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Senegal,M'Baye Niang,Senegal,FW,23,1994,2.7,1,8,5,62.5,2.95,1.84,0.13,0.2,0,0
INT-World Cup,2018,Senegal,Mame Biram Diouf,Senegal,FW,30,1987,0.7,0,1,0,0.0,1.36,0.0,0.0,,0,0
INT-World Cup,2018,Senegal,Moussa Konaté,Senegal,FW,25,1993,0.3,0,1,1,100.0,3.33,3.33,0.0,0.0,0,0
INT-World Cup,2018,Senegal,Moussa Wagué,Senegal,DF,19,1998,2.2,1,1,1,100.0,0.46,0.46,1.0,1.0,0,0
INT-World Cup,2018,Senegal,Sadio Mané,Senegal,"MF,FW",26,1992,3.0,1,3,1,33.3,1.0,0.33,0.33,1.0,0,0
INT-World Cup,2018,Senegal,Salif Sané,Senegal,DF,27,1990,3.0,0,5,0,0.0,1.67,0.0,0.0,,0,0
INT-World Cup,2018,Senegal,Youssouf Sabaly,Senegal,DF,25,1993,2.8,0,2,1,50.0,0.71,0.36,0.0,0.0,0,0
INT-World Cup,2018,Serbia,Adem Ljajić,Serbia,MF,26,1991,1.9,0,1,0,0.0,0.53,0.0,0.0,,0,0
INT-World Cup,2018,Serbia,Aleksandar Kolarov,Serbia,DF,32,1985,3.0,1,2,1,50.0,0.67,0.33,0.5,1.0,0,0
INT-World Cup,2018,Serbia,Aleksandar Mitrović,Serbia,FW,23,1994,3.0,1,14,6,42.9,4.74,2.03,0.07,0.17,0,0
INT-World Cup,2018,Serbia,Aleksandar Prijović,Serbia,FW,28,1990,0.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Serbia,Andrija Živković,Serbia,"FW,MF",21,1996,0.2,0,1,0,0.0,5.63,0.0,0.0,,0,0
INT-World Cup,2018,Serbia,Antonio Rukavina,Serbia,DF,34,1984,1.1,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Serbia,Branislav Ivanović,Serbia,DF,34,1984,2.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Serbia,Dušan Tadić,Serbia,MF,29,1988,2.9,0,3,1,33.3,1.03,0.34,0.0,0.0,0,0
INT-World Cup,2018,Serbia,Duško Tošić,Serbia,DF,33,1985,2.0,0,1,0,0.0,0.5,0.0,0.0,,0,0
INT-World Cup,2018,Serbia,Filip Kostić,Serbia,MF,25,1992,1.8,0,3,0,0.0,1.64,0.0,0.0,,0,0
INT-World Cup,2018,Serbia,Luka Jović,Serbia,FW,20,1997,0.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Serbia,Luka Milivojević,Serbia,MF,27,1991,1.9,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Serbia,Miloš Veljković,Serbia,DF,22,1995,1.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Serbia,Nemanja Matić,Serbia,MF,29,1988,3.0,0,3,0,0.0,1.0,0.0,0.0,,0,0
INT-World Cup,2018,Serbia,Nemanja Radonjić,Serbia,"FW,MF",22,1996,0.2,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Serbia,Nikola Milenković,Serbia,DF,20,1997,3.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Serbia,Sergej Milinković-Savić,Serbia,MF,23,1995,3.0,0,5,0,0.0,1.67,0.0,0.0,,0,0
INT-World Cup,2018,Serbia,Vladimir Stojković,Serbia,GK,34,1983,3.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Spain,Andrés Iniesta,Spain,MF,34,1984,3.1,0,5,1,20.0,1.59,0.32,0.0,0.0,0,0
INT-World Cup,2018,Spain,Dani Carvajal,Spain,DF,26,1992,2.6,0,2,0,0.0,0.78,0.0,0.0,,0,0
INT-World Cup,2018,Spain,David Silva,Spain,MF,32,1986,3.6,0,10,2,20.0,2.78,0.56,0.0,0.0,0,0
INT-World Cup,2018,Spain,David de Gea,Spain,GK,27,1990,4.3,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Spain,Diego Costa,Spain,FW,29,1988,3.5,3,10,6,60.0,2.85,1.71,0.3,0.5,0,0
INT-World Cup,2018,Spain,Gerard Piqué,Spain,DF,31,1987,4.3,0,9,3,33.3,2.08,0.69,0.0,0.0,0,0
INT-World Cup,2018,Spain,Iago Aspas,Spain,"FW,MF",30,1987,0.8,1,5,3,60.0,6.25,3.75,0.2,0.33,0,0
INT-World Cup,2018,Spain,Isco,Spain,MF,26,1992,4.3,1,9,4,44.4,2.08,0.92,0.11,0.25,0,0
INT-World Cup,2018,Spain,Jordi Alba,Spain,DF,29,1989,4.3,0,2,1,50.0,0.46,0.23,0.0,0.0,0,0
INT-World Cup,2018,Spain,Koke,Spain,MF,26,1992,2.6,0,2,0,0.0,0.78,0.0,0.0,,0,0
INT-World Cup,2018,Spain,Lucas Vázquez,Spain,MF,26,1991,0.9,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Spain,Marco Asensio,Spain,MF,22,1996,1.5,0,2,1,50.0,1.36,0.68,0.0,0.0,0,0
INT-World Cup,2018,Spain,Nacho,Spain,DF,28,1990,1.8,1,1,1,100.0,0.57,0.57,1.0,1.0,0,0
INT-World Cup,2018,Spain,Rodrigo,Spain,"FW,MF",27,1991,0.3,0,4,2,50.0,13.85,6.92,0.0,0.0,0,0
INT-World Cup,2018,Spain,Sergio Busquets,Spain,MF,29,1988,4.3,0,5,1,20.0,1.15,0.23,0.0,0.0,0,0
INT-World Cup,2018,Spain,Sergio Ramos,Spain,DF,32,1986,4.3,0,5,0,0.0,1.15,0.0,0.0,,0,0
INT-World Cup,2018,Spain,Thiago Alcántara,Spain,MF,27,1991,1.0,0,2,0,0.0,1.91,0.0,0.0,,0,0
INT-World Cup,2018,Sweden,Albin Ekdal,Sweden,MF,28,1989,4.7,0,3,0,0.0,0.64,0.0,0.0,,0,0
INT-World Cup,2018,Sweden,Andreas Granqvist,Sweden,DF,33,1985,5.0,2,6,4,66.7,1.2,0.8,0.0,0.0,2,2
INT-World Cup,2018,Sweden,Emil Forsberg,Sweden,MF,26,1991,4.6,1,14,3,21.4,3.04,0.65,0.07,0.33,0,0
INT-World Cup,2018,Sweden,Emil Krafth,Sweden,DF,23,1994,1.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Sweden,Gustav Svensson,Sweden,MF,31,1987,1.5,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Sweden,Isaac Kiese Thelin,Sweden,FW,25,1992,0.4,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Sweden,Jimmy Durmaz,Sweden,MF,29,1989,0.2,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Sweden,John Guidetti,Sweden,FW,26,1992,0.4,0,1,1,100.0,2.31,2.31,0.0,0.0,0,0
INT-World Cup,2018,Sweden,Ludwig Augustinsson,Sweden,DF,24,1994,5.0,1,3,1,33.3,0.6,0.2,0.33,1.0,0,0
INT-World Cup,2018,Sweden,Marcus Berg,Sweden,FW,31,1986,4.7,0,15,8,53.3,3.18,1.69,0.0,0.0,0,0
INT-World Cup,2018,Sweden,Martin Olsson,Sweden,"DF,MF",30,1988,0.4,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Sweden,Mikael Lustig,Sweden,DF,31,1986,3.9,0,1,0,0.0,0.26,0.0,0.0,,0,0
INT-World Cup,2018,Sweden,Ola Toivonen,Sweden,FW,31,1986,4.4,1,4,3,75.0,0.91,0.68,0.25,0.33,0,0
INT-World Cup,2018,Sweden,Oscar Hiljemark,Sweden,MF,25,1992,0.3,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Sweden,Pontus Jansson,Sweden,DF,27,1991,1.1,0,1,0,0.0,0.94,0.0,0.0,,0,0
INT-World Cup,2018,Sweden,Robin Olsen,Sweden,GK,28,1990,5.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Sweden,Sebastian Larsson,Sweden,MF,33,1985,3.5,0,1,0,0.0,0.28,0.0,0.0,,0,0
INT-World Cup,2018,Sweden,Victor Lindelöf,Sweden,DF,23,1994,4.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Sweden,Viktor Claesson,Sweden,MF,26,1992,4.8,0,6,1,16.7,1.25,0.21,0.0,0.0,0,0
INT-World Cup,2018,Switzerland,Blerim Džemaili,Switzerland,MF,32,1986,3.6,1,8,3,37.5,2.22,0.83,0.13,0.33,0,0
INT-World Cup,2018,Switzerland,Breel Embolo,Switzerland,MF,21,1997,1.5,0,5,2,40.0,3.28,1.31,0.0,0.0,0,0
INT-World Cup,2018,Switzerland,Denis Zakaria,Switzerland,"DF,MF",21,1996,0.6,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Switzerland,Fabian Schär,Switzerland,DF,26,1991,3.0,0,1,0,0.0,0.33,0.0,0.0,,0,0
INT-World Cup,2018,Switzerland,Granit Xhaka,Switzerland,MF,25,1992,4.0,1,4,1,25.0,1.0,0.25,0.25,1.0,0,0
INT-World Cup,2018,Switzerland,Haris Seferović,Switzerland,FW,26,1992,1.6,0,1,1,100.0,0.63,0.63,0.0,0.0,0,0
INT-World Cup,2018,Switzerland,Johan Djourou,Switzerland,DF,31,1987,1.0,0,1,0,0.0,1.0,0.0,0.0,,0,0
INT-World Cup,2018,Switzerland,Josip Drmić,Switzerland,FW,25,1992,1.3,1,4,1,25.0,3.19,0.8,0.25,1.0,0,0
INT-World Cup,2018,Switzerland,Manuel Akanji,Switzerland,DF,22,1995,4.0,0,1,0,0.0,0.25,0.0,0.0,,0,0
INT-World Cup,2018,Switzerland,Mario Gavranović,Switzerland,FW,28,1989,1.3,0,4,1,25.0,3.19,0.8,0.0,0.0,0,0
INT-World Cup,2018,Switzerland,Michael Lang,Switzerland,DF,27,1991,1.1,0,1,0,0.0,0.87,0.0,0.0,,0,0
INT-World Cup,2018,Switzerland,Ricardo Rodríguez,Switzerland,DF,25,1992,4.0,0,7,2,28.6,1.75,0.5,0.0,0.0,0,0
INT-World Cup,2018,Switzerland,Stephan Lichtsteiner,Switzerland,DF,34,1984,3.0,0,2,0,0.0,0.68,0.0,0.0,,0,0
INT-World Cup,2018,Switzerland,Steven Zuber,Switzerland,MF,26,1991,2.8,1,4,2,50.0,1.43,0.72,0.25,0.5,0,0
INT-World Cup,2018,Switzerland,Valon Behrami,Switzerland,MF,33,1985,3.4,0,1,0,0.0,0.29,0.0,0.0,,0,0
INT-World Cup,2018,Switzerland,Xherdan Shaqiri,Switzerland,MF,26,1991,3.9,1,13,1,7.7,3.34,0.26,0.08,1.0,0,0
INT-World Cup,2018,Switzerland,Yann Sommer,Switzerland,GK,29,1988,4.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Tunisia,Ahmed Khalil,Tunisia,MF,23,1994,0.2,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Tunisia,Ali Maâloul,Tunisia,DF,28,1990,2.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Tunisia,Anice Badri,Tunisia,"MF,FW",27,1990,2.5,0,3,2,66.7,1.2,0.8,0.0,0.0,0,0
INT-World Cup,2018,Tunisia,Aymen Mathlouthi,Tunisia,GK,33,1984,1.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Tunisia,Bassem Srarfi,Tunisia,"FW,MF",20,1997,0.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Tunisia,Dylan Bronn,Tunisia,DF,22,1995,1.3,1,1,1,100.0,0.8,0.8,1.0,1.0,0,0
INT-World Cup,2018,Tunisia,Ellyes Skhiri,Tunisia,MF,23,1995,3.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Tunisia,Fakhreddine Ben Youssef,Tunisia,FW,26,1991,3.0,1,7,2,28.6,2.33,0.67,0.14,0.5,0,0
INT-World Cup,2018,Tunisia,Farouk Ben Mustapha,Tunisia,GK,28,1989,1.8,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Tunisia,Ferjani Sassi,Tunisia,MF,26,1992,2.1,1,5,1,20.0,2.33,0.47,0.0,0.0,1,1
INT-World Cup,2018,Tunisia,Ghaylène Chaalali,Tunisia,MF,24,1994,1.0,0,1,0,0.0,1.0,0.0,0.0,,0,0
INT-World Cup,2018,Tunisia,Hamdi Nagguez,Tunisia,DF,25,1992,1.7,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Tunisia,Mohamed Ben Amor,Tunisia,"DF,MF",26,1992,0.2,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Tunisia,Mouez Hassen,Tunisia,GK,23,1995,0.2,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Tunisia,Naïm Sliti,Tunisia,FW,25,1992,2.0,0,6,1,16.7,3.0,0.5,0.0,0.0,0,0
INT-World Cup,2018,Tunisia,Oussama Haddadi,Tunisia,DF,26,1992,1.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Tunisia,Rami Bedoui,Tunisia,DF,28,1990,1.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Tunisia,Saber Khalifa,Tunisia,FW,31,1986,0.1,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Tunisia,Saîf-Eddine Khaoui,Tunisia,MF,23,1995,1.0,0,2,0,0.0,2.0,0.0,0.0,,0,0
INT-World Cup,2018,Tunisia,Syam Ben Youssef,Tunisia,DF,29,1989,1.4,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Tunisia,Wahbi Khazri,Tunisia,FW,27,1991,2.9,2,11,5,45.5,3.78,1.72,0.18,0.4,0,0
INT-World Cup,2018,Tunisia,Yassine Meriah,Tunisia,DF,24,1993,3.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Tunisia,Yohan Benalouane,Tunisia,DF,31,1987,0.6,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Uruguay,Carlos Sánchez,Uruguay,MF,33,1984,1.4,0,2,0,0.0,1.45,0.0,0.0,,0,0
INT-World Cup,2018,Uruguay,Cristhian Stuani,Uruguay,FW,31,1986,0.8,0,1,0,0.0,1.2,0.0,0.0,,0,0
INT-World Cup,2018,Uruguay,Cristian Rodríguez,Uruguay,MF,32,1985,1.9,0,4,2,50.0,2.14,1.07,0.0,0.0,0,0
INT-World Cup,2018,Uruguay,Diego Godín,Uruguay,DF,32,1986,5.0,0,3,1,33.3,0.6,0.2,0.0,0.0,0,0
INT-World Cup,2018,Uruguay,Diego Laxalt,Uruguay,"DF,MF",25,1993,3.4,0,1,1,100.0,0.3,0.3,0.0,0.0,0,0
INT-World Cup,2018,Uruguay,Edinson Cavani,Uruguay,FW,31,1987,3.8,3,16,6,37.5,4.21,1.58,0.19,0.5,0,0
INT-World Cup,2018,Uruguay,Fernando Muslera,Uruguay,GK,31,1986,5.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Uruguay,Giorgian de Arrascaeta,Uruguay,MF,24,1994,1.0,0,1,0,0.0,1.05,0.0,0.0,,0,0
INT-World Cup,2018,Uruguay,Guillermo Varela,Uruguay,DF,25,1993,2.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Uruguay,Jonathan Urretaviscaya,Uruguay,"FW,MF",28,1990,0.2,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Uruguay,José María Giménez,Uruguay,DF,23,1995,4.0,1,3,2,66.7,0.75,0.5,0.33,0.5,0,0
INT-World Cup,2018,Uruguay,Lucas Torreira,Uruguay,MF,22,1996,3.4,0,2,0,0.0,0.59,0.0,0.0,,0,0
INT-World Cup,2018,Uruguay,Luis Suárez,Uruguay,FW,31,1987,5.0,2,12,5,41.7,2.4,1.0,0.17,0.4,0,0
INT-World Cup,2018,Uruguay,Martín Cáceres,Uruguay,DF,31,1987,5.0,0,7,1,14.3,1.4,0.2,0.0,0.0,0,0
INT-World Cup,2018,Uruguay,Matías Vecino,Uruguay,MF,26,1991,4.6,0,4,1,25.0,0.87,0.22,0.0,0.0,0,0
INT-World Cup,2018,Uruguay,Maxi Gómez,Uruguay,FW,21,1996,0.4,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Uruguay,Nahitan Nández,Uruguay,MF,22,1995,3.2,0,1,1,100.0,0.31,0.31,0.0,0.0,0,0
INT-World Cup,2018,Uruguay,Rodrigo Bentancur,Uruguay,"MF,FW",20,1997,4.0,0,3,1,33.3,0.75,0.25,0.0,0.0,0,0
INT-World Cup,2018,Uruguay,Sebastián Coates,Uruguay,DF,27,1990,1.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Argentina,Alexis Mac Allister,Argentina,MF,23,1998,6.1,1,7,4,57.1,1.15,0.65,0.14,0.25,0,0
INT-World Cup,2022,Argentina,Cristian Romero,Argentina,DF,24,1998,6.1,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Argentina,Emiliano Martínez,Argentina,GK,29,1992,7.7,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Argentina,Enzo Fernández,Argentina,MF,21,2001,6.3,1,8,3,37.5,1.28,0.48,0.13,0.33,0,0
INT-World Cup,2022,Argentina,Exequiel Palacios,Argentina,"DF,MF",23,1998,0.6,0,1,0,0.0,1.8,0.0,0.0,,0,0
INT-World Cup,2022,Argentina,Germán Pezzella,Argentina,DF,30,1991,0.7,0,1,0,0.0,1.5,0.0,0.0,,0,0
INT-World Cup,2022,Argentina,Gonzalo Montiel,Argentina,DF,25,1997,1.3,0,1,0,0.0,0.76,0.0,0.0,,0,0
INT-World Cup,2022,Argentina,Guido Rodríguez,Argentina,MF,28,1994,0.6,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Argentina,Juan Foyth,Argentina,DF,24,1998,0.1,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Argentina,Julián Álvarez,Argentina,FW,22,2000,5.2,4,11,8,72.7,2.13,1.55,0.36,0.5,0,0
INT-World Cup,2022,Argentina,Lautaro Martínez,Argentina,FW,24,1997,2.7,0,14,4,28.6,5.23,1.49,0.0,0.0,0,0
INT-World Cup,2022,Argentina,Leandro Paredes,Argentina,MF,27,1994,2.5,0,1,1,100.0,0.4,0.4,0.0,0.0,0,0
INT-World Cup,2022,Argentina,Lionel Messi,Argentina,FW,34,1987,7.7,7,32,18,56.3,4.17,2.35,0.09,0.17,4,5
INT-World Cup,2022,Argentina,Lisandro Martínez,Argentina,DF,24,1998,3.4,0,1,0,0.0,0.3,0.0,0.0,,0,0
INT-World Cup,2022,Argentina,Marcos Acuña,Argentina,"DF,MF",30,1991,4.1,0,2,0,0.0,0.48,0.0,0.0,,0,0
INT-World Cup,2022,Argentina,Nahuel Molina,Argentina,"DF,MF",24,1998,6.3,1,2,1,50.0,0.32,0.16,0.5,1.0,0,0
INT-World Cup,2022,Argentina,Nicolás Otamendi,Argentina,DF,34,1988,7.7,0,1,0,0.0,0.13,0.0,0.0,,0,0
INT-World Cup,2022,Argentina,Nicolás Tagliafico,Argentina,DF,29,1992,4.1,0,3,2,66.7,0.72,0.48,0.0,0.0,0,0
INT-World Cup,2022,Argentina,Papu Gómez,Argentina,"MF,FW",34,1988,1.2,0,2,0,0.0,1.68,0.0,0.0,,0,0
INT-World Cup,2022,Argentina,Paulo Dybala,Argentina,"FW,MF",28,1993,0.2,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Argentina,Rodrigo De Paul,Argentina,MF,28,1994,6.7,0,7,3,42.9,1.05,0.45,0.0,0.0,0,0
INT-World Cup,2022,Argentina,Thiago Almada,Argentina,"FW,MF",21,2001,0.1,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Argentina,Ángel Correa,Argentina,"FW,MF",27,1995,0.1,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Argentina,Ángel Di María,Argentina,"MF,FW",34,1988,3.2,1,6,3,50.0,1.87,0.94,0.17,0.33,0,0
INT-World Cup,2022,Australia,Aaron Mooy,Australia,MF,31,1990,4.0,0,1,0,0.0,0.25,0.0,0.0,,0,0
INT-World Cup,2022,Australia,Ajdin Hrustic,Australia,MF,25,1996,0.7,0,1,0,0.0,1.45,0.0,0.0,,0,0
INT-World Cup,2022,Australia,Awer Mabil,Australia,"FW,MF",26,1995,0.3,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Australia,Aziz Behich,Australia,DF,31,1990,4.0,0,2,0,0.0,0.5,0.0,0.0,,0,0
INT-World Cup,2022,Australia,Bailey Wright,Australia,DF,29,1992,0.2,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Australia,Craig Goodwin,Australia,MF,30,1991,2.6,1,2,1,50.0,0.77,0.38,0.5,1.0,0,0
INT-World Cup,2022,Australia,Fran Karačić,Australia,DF,26,1996,1.0,0,3,0,0.0,2.9,0.0,0.0,,0,0
INT-World Cup,2022,Australia,Garang Kuol,Australia,MF,17,2004,0.4,0,1,1,100.0,2.43,2.43,0.0,0.0,0,0
INT-World Cup,2022,Australia,Harry Souttar,Australia,DF,23,1998,4.0,0,1,0,0.0,0.25,0.0,0.0,,0,0
INT-World Cup,2022,Australia,Jackson Irvine,Australia,"MF,FW",29,1993,3.9,0,3,0,0.0,0.76,0.0,0.0,,0,0
INT-World Cup,2022,Australia,Jamie Maclaren,Australia,FW,28,1993,0.6,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Australia,Jason Cummings,Australia,FW,26,1995,0.4,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Australia,Keanu Baccus,Australia,MF,24,1998,1.3,0,1,0,0.0,0.79,0.0,0.0,,0,0
INT-World Cup,2022,Australia,Kye Rowles,Australia,DF,23,1998,4.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Australia,Mathew Leckie,Australia,MF,31,1991,3.7,1,1,1,100.0,0.27,0.27,1.0,1.0,0,0
INT-World Cup,2022,Australia,Mathew Ryan,Australia,GK,30,1992,4.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Australia,Miloš Degenek,Australia,DF,28,1994,2.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Australia,Mitchell Duke,Australia,FW,31,1991,3.0,1,7,4,57.1,2.33,1.33,0.14,0.25,0,0
INT-World Cup,2022,Australia,Nathaniel Atkinson,Australia,DF,23,1999,0.9,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Australia,Riley McGree,Australia,"MF,FW",23,1998,2.9,0,3,1,33.3,1.02,0.34,0.0,0.0,0,0
INT-World Cup,2022,Belgium,Amadou Onana,Belgium,MF,20,2001,1.2,0,2,0,0.0,1.73,0.0,0.0,,0,0
INT-World Cup,2022,Belgium,Axel Witsel,Belgium,MF,33,1989,3.0,0,1,0,0.0,0.33,0.0,0.0,,0,0
INT-World Cup,2022,Belgium,Charles De Ketelaere,Belgium,"FW,MF",21,2001,0.2,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Belgium,Dries Mertens,Belgium,FW,35,1987,0.8,0,3,1,33.3,3.55,1.18,0.0,0.0,0,0
INT-World Cup,2022,Belgium,Eden Hazard,Belgium,FW,31,1991,1.4,0,1,1,100.0,0.73,0.73,0.0,0.0,0,0
INT-World Cup,2022,Belgium,Jan Vertonghen,Belgium,DF,35,1987,3.0,0,2,0,0.0,0.67,0.0,0.0,,0,0
INT-World Cup,2022,Belgium,Jeremy Doku,Belgium,"FW,MF",20,2002,0.2,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Belgium,Kevin De Bruyne,Belgium,"FW,MF",30,1991,3.0,0,7,2,28.6,2.33,0.67,0.0,0.0,0,0
INT-World Cup,2022,Belgium,Leander Dendoncker,Belgium,DF,27,1995,1.8,0,1,0,0.0,0.56,0.0,0.0,,0,0
INT-World Cup,2022,Belgium,Leandro Trossard,Belgium,FW,27,1994,1.1,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Belgium,Loïs Openda,Belgium,FW,22,2000,0.1,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Belgium,Michy Batshuayi,Belgium,FW,28,1993,1.7,1,6,2,33.3,3.58,1.19,0.17,0.5,0,0
INT-World Cup,2022,Belgium,Romelu Lukaku,Belgium,FW,29,1993,0.6,0,5,2,40.0,8.18,3.27,0.0,0.0,0,0
INT-World Cup,2022,Belgium,Thibaut Courtois,Belgium,GK,30,1992,3.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Belgium,Thomas Meunier,Belgium,MF,30,1991,2.3,0,3,1,33.3,1.28,0.43,0.0,0.0,0,0
INT-World Cup,2022,Belgium,Thorgan Hazard,Belgium,MF,29,1993,1.2,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Belgium,Timothy Castagne,Belgium,"MF,DF",26,1995,3.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Belgium,Toby Alderweireld,Belgium,DF,33,1989,3.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Belgium,Yannick Carrasco,Belgium,"MF,FW",28,1993,1.3,0,4,0,0.0,3.1,0.0,0.0,,0,0
INT-World Cup,2022,Belgium,Youri Tielemans,Belgium,MF,25,1997,1.1,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Brazil,Alex Sandro,Brazil,DF,31,1991,2.1,0,1,0,0.0,0.47,0.0,0.0,,0,0
INT-World Cup,2022,Brazil,Alex Telles,Brazil,DF,29,1992,0.7,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Brazil,Alisson,Brazil,GK,29,1992,4.2,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Brazil,Antony,Brazil,MF,22,2000,1.9,0,6,2,33.3,3.14,1.05,0.0,0.0,0,0
INT-World Cup,2022,Brazil,Bruno Guimarães,Brazil,MF,24,1997,0.8,0,5,2,40.0,6.52,2.61,0.0,0.0,0,0
INT-World Cup,2022,Brazil,Casemiro,Brazil,MF,30,1992,4.3,1,9,3,33.3,2.08,0.69,0.11,0.33,0,0
INT-World Cup,2022,Brazil,Dani Alves,Brazil,DF,39,1983,1.3,0,3,0,0.0,2.29,0.0,0.0,,0,0
INT-World Cup,2022,Brazil,Danilo,Brazil,DF,30,1991,3.1,0,2,0,0.0,0.64,0.0,0.0,,0,0
INT-World Cup,2022,Brazil,Ederson Moraes,Brazil,GK,28,1993,1.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Brazil,Everton Ribeiro,Brazil,MF,33,1989,0.4,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Brazil,Fabinho,Brazil,MF,28,1993,1.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Brazil,Fred,Brazil,MF,29,1993,1.6,0,3,1,33.3,1.9,0.63,0.0,0.0,0,0
INT-World Cup,2022,Brazil,Gabriel Jesus,Brazil,FW,25,1997,1.0,0,2,1,50.0,1.94,0.97,0.0,0.0,0,0
INT-World Cup,2022,Brazil,Gabriel Martinelli,Brazil,FW,20,2001,1.3,0,4,3,75.0,3.19,2.39,0.0,0.0,0,0
INT-World Cup,2022,Brazil,Gleison Bremer,Brazil,DF,25,1997,1.2,0,1,0,0.0,0.83,0.0,0.0,,0,0
